-12.3453 -1.91566 0.47747 3.68692 8.17428 9.58175 7.70677 10.5416 -3.42665 -9.72736
-12.4309 -0.318224 0.721487 -12.6634 11.9256 8.67393 4.49987 17.6586 4.36642 -6.74447
-8.17562 -4.10558 -6.37108 -0.650308 9.71779 8.22719 9.54577 7.36118 5.14538 -1.5893
-9.79494 -4.13036 -6.03673 0.661642 9.49786 9.34095 5.46586 6.75994 1.81458 2.15732
3.38491 -14.3446 -12.8586 -13.8819 5.22231 -6.3851 10.4753 -2.83601 -12.0465 2.35628
2.06541 1.8798 -21.0862 -18.5956 2.57965 -9.43573 7.94226 3.45326 -2.10994 6.92896
3.77873 -0.210191 0.918792 -10.9196 0.318045 -4.26509 10.0338 2.05626 -0.675921 -4.59807
2.28543 -7.77498 -8.61622 -2.62739 2.73059 -4.47964 5.53633 0.0501026 -11.2134 -9.65135
-0.483794 -1.98404 2.79462 3.07769 7.48726 -7.8817 10.3397 3.4159 -12.8106 -3.67063
0.00879048 0.16459 -9.56196 -17.3835 11.3528 -6.1572 8.38183 -4.8646 -12.4071 -3.62686
2.05977 -10.0068 -10.8179 -17.1088 6.17425 -6.45583 12.1192 -2.21618 -13.2579 -1.14283
1.78243 -10.3838 -7.97124 -11.6119 9.88786 -8.83834 8.17203 3.2055 -3.60241 -11.6012
5.2728 -2.06293 -11.2105 -2.38363 9.37544 -6.16559 4.08983 3.635 -8.7018 -0.482517
1.20433 -7.68407 -10.9172 10.3504 11.1805 -4.63797 8.55451 1.39042 -10.4083 5.70542
3.80635 -3.00608 -6.86536 -18.1173 4.17271 -6.72163 13.2139 6.11442 -10.4109 -0.473447
4.48376 -5.78315 -16.4636 -1.9163 7.02154 -7.49029 8.01676 -1.02122 -15.284 -9.21562
0.0406232 1.58244 -14.5138 -13.0025 9.33476 -8.69508 9.51449 1.39144 -4.47691 -4.16151
6.13522 -1.12504 -9.48827 -1.24929 10.5564 -2.69099 6.67761 -1.08835 -17.6873 -3.75988
1.5482 -1.93749 -11.2074 -6.09766 13.8942 -6.84955 10.0611 1.47668 -14.4983 -1.29948
2.27844 -8.71817 -9.81607 3.74538 4.38214 -6.63425 15.6214 5.96354 -16.2951 -12.1289
3.10942 -2.9287 -20.7485 -23.0584 8.98624 -8.20414 9.53326 -3.91752 -9.12629 -4.45338
3.63909 -7.58036 -17.8326 -4.50935 1.69374 -4.89902 2.95554 7.13205 -10.0209 -7.14017
3.58205 -8.53376 -10.5396 4.00258 6.64954 -7.77133 8.35592 4.67739 -17.0791 -2.99768
0.0347129 -11.3638 0.464398 -0.69234 5.54626 -8.10369 15.5292 -7.15275 -15.4108 0.000244031
1.64722 -11.5752 -5.14367 -17.1344 1.60868 -4.48831 6.15514 2.25011 -9.75005 -9.76069
2.4918 -5.13284 -14.7408 3.0804 3.06216 -7.64971 9.58376 -9.98577 -21.4559 -8.98177
3.89211 -10.9333 -13.394 -5.98766 1.91492 -5.19433 6.58583 10.0526 -23.0588 -6.58868
5.88073 -7.00283 -12.7907 -8.1097 12.7132 -5.75441 12.2391 5.64897 -24.8605 -2.49699
-2.7289 -4.74374 -9.79365 -1.33052 12.509 -6.06504 3.46316 2.1833 -4.43632 -3.61689
4.51746 -7.97004 -17.0351 -2.66961 7.39273 -4.78084 2.7849 3.19854 -11.1069 0.473729
2.6773 -2.07415 -7.69276 -2.7708 7.63209 -3.34057 7.031 -5.62776 -5.89188 0.183891
2.88473 -8.24575 -6.88237 -7.75064 6.55057 -9.0916 10.3405 -1.36615 -10.672 -4.40518
2.88376 -4.45774 -11.9642 -6.99943 5.9751 -6.71126 9.81182 -1.76481 -15.6353 -13.6329
4.44833 -8.14477 -8.29734 -18.798 8.23364 -4.49801 6.8291 14.789 -2.85985 -3.8687
2.38736 -5.54718 -13.1523 -9.11072 8.1992 -7.83221 4.64693 10.5214 -3.70946 1.78105
4.37175 -4.63677 -18.7666 -13.4977 7.16497 -7.63486 9.43222 0.644049 -5.19094 3.97954
0.221071 -10.788 0.420599 -18.0363 8.88658 -8.11065 8.96948 11.7631 -17.1483 4.10472
3.3529 -6.42946 -18.0698 -5.8134 5.23444 -6.27698 5.56716 0.228773 -6.99794 1.55756
3.00316 -10.0622 -19.196 -19.4997 7.38721 -6.33755 3.17891 6.5231 -11.9669 -4.29854
3.24627 -10.0628 -3.69883 -22.0379 21.8309 -6.97052 8.76391 -1.13789 -8.12601 -1.7981
4.14472 -4.88307 -13.7035 -1.94923 8.86459 -6.5547 11.9206 -1.02522 -0.31097 -0.772958
0.294896 -3.79275 8.34056 -4.87347 5.71573 -6.5059 3.68308 1.20695 -12.2719 -4.42626
0.268724 -4.82613 -16.6912 -2.83076 7.0962 -11.2094 10.7434 1.44581 -15.7584 -5.27238
0.830214 -3.04618 -9.05603 -9.89243 8.16207 -5.33238 4.98451 -6.98671 -13.9342 -8.1425
1.10425 -6.51768 -17.8782 0.166498 11.8349 -4.90263 6.94126 -8.2706 -14.3788 -7.24253
1.07014 -3.66184 -7.57378 -19.3093 8.72545 -7.58246 10.38 -1.49663 -11.5615 3.27648
1.91894 -5.68535 -8.19663 -19.9879 11.3639 -6.97046 2.50585 1.96117 -15.0887 -0.085562
3.47528 -13.1128 -3.3418 -14.066 9.89372 -10.1579 8.14882 9.28824 -3.74644 -3.64632
1.48086 -13.5938 -3.31697 -9.48391 2.57398 -6.17649 9.01885 3.37638 -1.42995 -4.60477
2.90943 7.60361 3.62711 6.63304 -11.7231 1.5421 -6.48113 -6.83156 -8.0203 5.22153
0.215222 8.17683 -5.88065 -16.5389 -3.43751 -0.174895 -5.39808 -6.73189 -2.51996 10.8988
10.9161 9.51614 -3.60132 5.64341 -9.12676 -1.82676 -1.89282 -5.51874 -8.25831 17.9288
10.732 7.87595 0.614973 -1.35937 -5.0636 2.86597 -4.09937 -5.26811 -6.49523 8.97136
11.4925 7.6194 2.83304 10.9916 -4.93897 1.76522 -3.8268 -1.15434 -4.29922 11.3367
9.68454 8.00231 -0.558987 -7.50438 -0.0469181 -1.48153 -0.256162 1.94958 0.417775 19.8537
16.4206 7.32439 1.2511 -1.00135 6.28949 1.26908 -2.63436 -10.192 -8.38571 -8.07072
8.1383 10.656 -0.612362 -8.57567 6.33496 -0.612156 -1.56381 -2.31178 -2.72242 14.5033
16.7683 8.91518 3.94642 -5.56333 -0.774559 -2.00672 -6.33078 -0.791421 -13.7189 14.1418
1.08942 -5.43418 -1.86374 0.267597 -1.42821 -11.0237 -4.77379 -2.72526 -3.33172 0.966787
1.95209 -3.01255 -5.10652 3.2723 -2.5091 -9.03063 -8.81291 -6.35318 7.81283 12.644
2.92577 -3.90856 -10.2942 4.77399 -4.00061 -11.0562 -10.0328 -4.99733 9.61596 -4.20233
1.80544 1.54233 -7.86364 6.28044 0.419706 -7.58571 -6.30841 -2.77359 -3.40434 0.498344
0.677029 -6.74407 -6.38025 0.186707 -2.49679 -12.3161 -8.54881 -2.01981 3.05453 -4.29573
2.25559 -7.24581 -13.3641 1.51054 -1.33909 -9.37706 -8.01124 -2.9987 8.87878 2.03785
2.13845 2.68303 -0.168888 0.519608 -3.46864 -10.378 -6.8207 -2.27042 13.0079 -3.46377
2.60259 -3.05383 -11.0536 1.7411 -5.64778 -7.88644 -18.0972 -4.17404 5.32383 -1.21012
2.20953 1.0771 -5.86677 6.6474 -4.17735 -10.2913 -9.13794 -6.24601 4.6177 7.08194
