51.69 32.18
53.23 37.44
45.56 35.59
44.22 31.16
48.07 35.10
49.48 30.38
48.86 31.11
49.76 36.33
51.00 31.50
47.32 34.57
48.80 32.95
51.59 30.80
49.51 25.82
53.61 33.07
54.46 33.39
43.80 35.02
55.28 33.38
44.93 30.12
49.48 28.76
44.13 33.20
43.63 33.25
52.88 25.17
41.05 28.75
45.07 36.63
42.77 27.99
50.07 32.63
50.44 39.38
42.56 34.44
48.33 35.12
39.70 33.99
48.74 34.01
53.41 31.85
45.11 36.62
53.58 34.40
49.41 35.52
47.48 34.54
37.45 35.63
55.78 34.40
57.90 29.18
44.33 33.64
51.33 27.39
49.57 28.78
53.72 33.43
46.33 42.41
41.64 38.28
50.57 33.90
45.84 29.20
46.40 31.62
45.76 35.43
56.92 33.08
49.99 34.88
53.14 34.04
39.39 31.81
58.40 35.25
48.31 26.29
53.32 14.95
45.52 20.98
50.99 18.42
43.67 17.37
47.17 18.25
52.20 18.86
53.87 15.38
51.06 21.89
43.80 15.38
41.68 17.25
45.27 15.09
40.01 20.87
47.94 16.75
45.10 18.88
42.62 17.29
48.16 18.60
49.76 19.98
48.80 16.79
55.16 16.39
50.13 17.59
54.91 22.27
41.98 22.32
44.60 18.11
40.64 20.81
39.82 18.99
48.49 13.07
43.48 15.96
41.15 22.29
52.44 19.68
49.60 20.58
45.04 15.24
44.44 17.43
53.45 17.24
46.70 19.60
42.15 18.61
51.24 17.84
47.29 19.49
38.98 21.12
44.56 18.58
49.63 17.95
38.70 19.52
40.14 12.61
50.44 17.01
58.57 18.12
48.04 21.18
43.26 18.85
53.68 16.83
48.07 20.68
50.64 19.33
57.04 16.95
49.68 17.78
47.30 21.99
49.56 17.12
41.09 21.08
48.18 17.97
45.51 20.86
44.41 14.18
45.09 17.73
45.22 15.06
51.26 23.63
48.16 11.58
43.86 22.41
46.80 21.48
46.30 17.55
41.41 16.64
41.83 21.44
53.38 19.52
40.20 19.15
49.87 15.42
38.06 15.58
50.70 14.28
48.94 18.20
47.82 18.07
50.49 16.21
53.15 22.05
44.78 12.89
47.45 16.56
49.19 14.66
42.55 26.59
48.14 20.05
48.71 16.86
49.33 19.68
48.52 17.15
47.09 17.30
45.64 22.69
51.78 14.51
46.37 19.30
46.97 15.27
52.70 15.49
50.37 19.66
48.93 20.16
51.26 19.33
46.77 11.19
45.63 22.03
50.21 17.19
42.35 15.31
46.29 18.83
42.74 21.55
52.57 16.88
39.18 13.65
54.71 17.36
53.91 19.29
50.47 15.56
56.70 16.90
47.37 18.08
42.24 14.90
50.47 18.02
45.97 20.86
47.86 15.50
47.32 19.38
53.46 17.44
46.62 22.53
47.63 17.63
52.40 17.70
53.10 16.79
41.85 18.40
42.46 23.58
43.22 13.70
51.73 17.46
51.59 17.35
47.31 17.46
44.09 15.69
51.09 19.54
46.97 16.61
48.82 18.04
50.88 21.67
52.38 18.85
42.93 21.83
51.50 18.50
49.56 19.58
55.49 15.18
47.71 20.52
50.59 19.30
51.11 15.78
55.07 23.52
45.07 14.62
48.90 17.26
48.99 12.46
45.67 13.48
52.11 19.40
48.57 12.72
46.71 21.20
55.09 19.54
51.61 19.17
49.81 22.77
45.21 19.68
51.98 16.92
45.74 15.64
43.21 20.71
50.58 19.64
44.66 12.58
44.98 14.59
42.24 13.78
55.32 20.57
41.03 21.33
50.02 17.85
42.84 16.47
42.42 25.72
51.78 11.81
43.94 16.74
51.98 17.90
45.39 17.50
49.85 16.86
37.75 23.16
43.64 15.02
52.04 12.91
50.16 14.27
54.66 19.96
42.10 19.12
46.60 20.08
43.50 22.27
56.55 24.05
52.85 21.72
45.34 18.87
49.48 18.91
45.23 13.03
48.26 16.80
53.09 19.01
50.44 20.83
41.42 15.29
47.83 19.94
45.01 21.84
41.17 18.89
48.54 19.47
44.62 22.02
46.85 18.06
42.02 18.97
44.16 19.78
48.79 18.13
53.66 20.35
44.88 19.47
47.14 16.19
53.39 20.49
52.10 18.71
49.02 16.80
46.93 16.28
46.74 13.75
46.06 20.03
47.19 21.81
47.72 17.66
42.94 23.04
48.43 12.84
46.36 13.76
51.97 21.33
41.38 11.28
53.90 20.33
50.22 16.58
46.81 13.38
50.17 20.16
54.84 14.18
39.54 17.90
51.85 18.39
44.39 12.80
47.96 20.12
53.42 18.91
46.91 17.85
51.40 12.82
43.52 21.56
47.22 16.92
43.96 13.41
45.47 13.87
45.78 13.70
52.09 16.34
43.14 15.70
46.79 18.69
49.61 21.12
50.24 15.83
42.88 14.81
46.52 15.09
49.26 18.41
44.36 16.57
47.18 18.88
45.53 17.53
50.42 16.28
50.61 19.80
52.14 14.45
50.09 17.95
46.80 24.19
47.54 16.49
48.65 17.54
46.93 15.15
48.57 11.57
53.83 15.68
51.57 21.65
49.06 14.87
50.45 19.47
44.36 18.24
51.02 15.02
42.05 14.47
18.22 32.83
27.43 36.22
24.05 33.93
22.80 30.47
18.26 29.62
27.52 27.69
36.96 36.18
19.20 32.78
29.43 34.76
29.62 41.88
17.90 30.47
19.86 35.33
25.74 36.01
27.99 37.85
32.21 30.38
20.39 31.60
25.42 33.96
24.98 29.79
26.56 30.87
32.29 39.59
35.14 33.40
25.85 33.52
28.10 36.36
22.27 28.77
23.94 32.99
22.55 30.33
25.27 37.08
19.60 25.72
27.15 30.02
30.19 36.34
28.22 33.16
24.16 37.83
28.34 32.50
25.08 31.69
24.90 31.45
21.94 29.24
25.32 31.21
34.70 34.58
27.14 36.46
31.19 36.71
28.51 32.30
35.72 33.72
22.25 27.77
22.48 34.58
29.18 35.52
31.98 37.37
25.28 30.61
24.34 39.50
30.00 34.07
26.89 36.14
25.70 31.94
27.00 35.41
22.85 29.64
15.53 29.96
30.36 27.29
30.26 30.89
33.62 34.58
25.52 29.51
19.85 35.58
26.74 32.50
23.07 37.11
26.22 35.04
18.65 33.03
27.34 34.99
25.46 29.86
19.06 35.07
22.76 34.10
28.78 23.83
23.73 30.73
21.04 36.85
32.80 29.02
21.18 30.54
22.71 29.88
24.11 32.41
24.34 38.71
32.06 32.42
30.63 30.44
28.25 33.68
25.55 37.74
25.84 34.31
29.68 32.19
32.11 31.29
27.06 33.71
23.20 35.52
27.75 38.06
23.04 30.47
29.90 33.83
28.57 28.85
23.64 34.46
22.23 35.59
35.25 32.84
24.16 30.88
26.07 30.26
22.97 30.29
24.95 30.20
25.24 41.78
20.56 37.33
34.88 35.59
28.62 34.32
22.50 36.63
28.27 28.55
27.79 35.68
32.51 32.04
28.41 34.29
24.33 36.32
24.93 30.24
27.47 36.13
27.64 37.18
33.45 30.08
34.63 35.34
24.06 28.48
19.24 35.29
30.48 32.57
28.42 34.30
26.15 37.52
34.40 30.72
24.26 32.60
23.78 33.87
24.49 32.53
16.58 39.79
23.00 36.79
20.88 35.51
24.15 33.16
27.40 34.09
30.54 34.57
26.04 32.49
24.28 33.69
17.43 31.67
29.93 30.56
24.84 34.45
31.28 31.90
24.86 37.01
31.48 33.17
26.85 26.85
22.12 35.15
30.76 32.87
34.56 32.66
15.86 29.97
30.89 33.29
22.64 30.64
29.05 34.96
29.62 35.72
16.97 34.29
27.21 35.94
27.93 40.16
17.34 30.92
29.90 33.66
27.41 31.65
27.75 42.94
24.03 36.54
33.10 27.73
26.33 40.78
24.26 34.70
23.58 31.81
27.67 33.85
28.50 32.31
27.55 32.12
21.54 31.74
25.33 32.72
24.27 31.95
27.35 33.51
23.37 30.63
29.05 29.22
26.01 36.50
26.26 31.77
29.94 38.21
21.41 34.67
26.53 29.94
26.71 30.93
35.75 35.39
16.93 33.74
27.77 33.44
23.78 32.45
37.04 30.73
31.55 32.24
29.10 34.62
26.02 28.40
35.07 34.72
34.14 35.63
26.01 35.40
24.07 28.62
25.60 37.63
28.68 31.58
31.04 42.15
30.41 38.47
34.51 29.06
28.01 31.64
20.48 28.71
31.98 35.52
20.87 37.31
21.64 34.98
35.38 35.70
27.03 37.46
29.46 33.34
23.52 28.26
20.27 38.16
25.33 30.83
20.67 29.66
26.52 33.39
25.81 33.13
19.15 33.69
22.61 35.17
26.10 35.76
23.98 32.49
24.30 35.68
28.21 32.31
30.48 38.53
21.79 35.77
15.05 32.21
27.42 38.35
26.60 38.83
36.95 32.41
24.56 35.68
28.96 31.99
31.83 36.55
23.50 36.08
22.95 30.70
25.30 30.07
25.02 28.29
23.96 27.39
24.16 31.77
22.65 31.98
24.97 34.93
21.99 29.81
30.18 32.19
21.76 33.74
26.48 34.89
25.21 31.81
24.09 31.61
23.68 34.88
24.32 29.30
29.77 31.55
34.45 29.92
30.83 33.05
24.40 38.38
29.22 39.36
30.59 30.93
23.50 37.81
30.18 34.08
28.86 33.88
28.76 30.77
31.22 33.74
15.42 35.47
23.33 32.96
21.32 30.98
31.77 31.98
28.20 36.30
32.44 31.49
20.79 36.40
30.26 34.23
26.76 21.85
29.98 14.50
14.68 16.64
22.48 24.95
28.37 16.97
29.64 15.99
24.65 18.79
28.72 14.21
35.08 13.91
20.02 11.22
24.21 19.54
30.10 19.06
30.29 15.00
31.40 23.43
28.81 17.23
34.86 18.82
29.05 19.20
27.20 20.29
31.64 14.53
30.95 15.92
24.15 16.36
29.94 20.77
26.55 20.06
27.60 23.57
23.63 19.55
24.68 18.40
30.38 15.00
30.01 22.12
26.58 25.07
25.45 17.80
26.10 12.30
19.70 14.12
29.94 15.54
29.92 22.44
32.21 10.87
29.40 21.83
26.83 13.88
23.27 21.34
32.63 14.86
25.71 21.37
28.78 21.77
24.19 19.58
19.91 14.72
37.15 13.92
21.26 18.25
22.18 14.03
20.71 20.02
22.81 18.04
23.24 21.37
30.16 17.55
22.04 14.79
30.45 18.68
27.33 20.36
27.06 17.10
27.83 25.07
27.50 18.51
27.97 18.98
21.89 17.97
23.39 19.82
35.42 10.70
25.61 20.44
28.08 13.03
34.77 18.33
32.04 24.11
20.87 23.50
24.21 19.98
22.63 17.90
25.83 16.48
22.51 16.37
30.51 19.45
21.50 16.68
25.58 20.98
18.63 14.06
32.34 16.93
25.84 17.65
23.72 12.53
21.66 22.76
29.05 21.19
27.33 19.14
28.69 24.41
30.87 18.66
22.72 15.48
26.22 17.70
31.45 21.67
33.81 15.65
31.01 13.87
18.45 16.23
29.57 20.73
27.48 22.53
28.55 19.37
27.85 11.75
29.46 15.36
25.38 17.68
36.78 21.06
21.83 19.29
21.98 16.02
37.08 18.41
23.75 17.47
31.34 18.43
27.16 18.35
27.69 13.88
35.31 18.82
27.65 16.21
30.65 19.31
30.89 13.15
20.82 22.86
31.61 19.29
20.09 13.80
33.55 17.98
26.71 13.25
20.35 18.65
23.76 15.36
26.17 22.94
35.56 18.59
21.92 19.29
21.21 16.53
33.09 25.00
27.10 19.86
24.70 22.22
31.99 20.88
27.66 18.41
28.17 24.49
31.22 19.23
24.91 17.66
23.82 15.37
23.11 17.57
29.45 16.82
26.91 22.33
27.18 19.35
29.08 20.80
25.20 14.55
25.53 17.54
22.04 16.53
20.05 17.27
21.23 15.05
28.83 13.56
32.55 17.39
18.97 18.93
23.90 17.48
34.88 20.37
25.79 14.57
30.06 13.98
24.29 21.68
24.31 22.21
29.27 18.76
25.15 23.03
33.63 14.75
27.44 18.29
28.37 17.78
20.14 18.90
23.42 19.48
27.49 20.56
27.41 19.33
26.74 19.28
25.05 15.85
31.87 20.95
20.17 15.43
26.44 14.29
24.26 13.67
35.27 23.20
29.60 14.09
20.37 15.16
29.10 14.10
30.04 20.21
17.41 19.21
25.00 20.01
20.73 20.15
17.37 17.10
22.40 21.22
26.09 17.18
28.94 16.39
29.39 17.79
25.24 25.20
24.48 22.59
29.26 17.96
26.71 19.80
22.49 19.54
18.44 20.02
30.04 15.31
28.66 20.08
28.86 16.87
27.46 16.68
29.30 23.66
28.47 12.43
28.24 17.45
21.49 18.19
25.91 22.03
22.44 21.70
32.77 22.52
24.95 22.11
28.86 16.95
32.70 17.04
31.64 17.41
25.11 14.56
23.64 13.86
25.33 16.80
20.79 16.26
26.35 19.81
24.80 18.20
28.09 15.45
24.76 18.53
26.36 20.65
28.00 22.59
25.46 17.24
24.55 19.68
33.26 15.56
30.77 20.44
29.00 16.93
25.25 15.46
28.35 14.99
26.43 23.91
22.81 15.98
23.60 13.43
34.95 20.07
28.18 18.80
25.59 19.98
20.96 19.64
22.40 14.03
36.16 15.33
26.56 17.99
26.20 17.01
29.12 18.63
27.85 14.91
28.97 17.56
31.73 20.38
31.12 23.23
20.53 15.41
28.82 20.76
26.15 19.48
31.33 18.94
31.66 13.89
24.20 19.97
26.72 19.71
33.03 14.30
16.43 13.93
24.08 19.04
25.25 18.29
23.86 21.04
18.36 19.10
25.62 18.85
27.04 18.78
32.36 19.16
23.72 19.09
27.85 16.30
25.62 20.31
23.21 15.59
26.04 21.12
24.64 15.98
25.43 16.78
25.61 13.75
